zip,primary_city,state,county,latitude,longitude
01840,Lawrence,MA,Essex County,42.71,-71.16
01841,Lawrence,MA,Essex County,42.71,-71.16
01842,Lawrence,MA,Essex County,42.7,-71.16
01843,Lawrence,MA,Essex County,42.7,-71.16
01844,Methuen,MA,Essex County,42.74,-71.18
01845,North Andover,MA,Essex County,42.7,-71.11
01850,Lowell,MA,Middlesex County,42.66,-71.3
01851,Lowell,MA,Middlesex County,42.63,-71.32
01852,Lowell,MA,Middlesex County,42.63,-71.3
01853,Lowell,MA,Middlesex County,42.63,-71.32
01854,Lowell,MA,Middlesex County,42.65,-71.35
01860,Merrimac,MA,Essex County,42.83,-71
01862,North Billerica,MA,Middlesex County,42.58,-71.3
01863,North Chelmsford,MA,Middlesex County,42.63,-71.39
01864,North Reading,MA,Middlesex County,42.58,-71.08
01865,Nutting Lake,MA,Middlesex County,42.54,-71.25
01866,Pinehurst,MA,Middlesex County,42.53,-71.23
01867,Reading,MA,Middlesex County,42.53,-71.1
01876,Tewksbury,MA,Middlesex County,42.61,-71.23
01879,Tyngsboro,MA,Middlesex County,42.68,-71.41
01880,Wakefield,MA,Middlesex County,42.5,-71.06
01885,West Boxford,MA,Essex County,42.67,-71.03
01886,Westford,MA,Middlesex County,42.58,-71.43
01887,Wilmington,MA,Middlesex County,42.55,-71.16
01888,Woburn,MA,Middlesex County,42.48,-71.15
01889,North Reading,MA,Middlesex County,42.56,-71.06
01890,Winchester,MA,Middlesex County,42.45,-71.14
01899,Andover,MA,Essex County,42.65,-71.14
01901,Lynn,MA,Essex County,42.46,-70.95
01902,Lynn,MA,Essex County,42.47,-70.94
01903,Lynn,MA,Essex County,42.47,-70.96
01904,Lynn,MA,Essex County,42.47,-70.96
01905,Lynn,MA,Essex County,42.47,-70.98
01906,Saugus,MA,Essex County,42.46,-71.01
01907,Swampscott,MA,Essex County,42.47,-70.91
01908,Nahant,MA,Essex County,42.43,-70.93
01910,Lynn,MA,Essex County,42.47,-70.96
01913,Amesbury,MA,Essex County,42.85,-70.92
01915,Beverly,MA,Essex County,42.57,-70.87
01921,Boxford,MA,Essex County,42.67,-70.98
01922,Byfield,MA,Essex County,42.75,-70.93
01923,Danvers,MA,Essex County,42.57,-70.95
01929,Essex,MA,Essex County,42.63,-70.77
01930,Gloucester,MA,Essex County,42.62,-70.66
01931,Gloucester,MA,Essex County,42.62,-70.66
01936,Hamilton,MA,Essex County,42.61,-70.86
01937,Hathorne,MA,Essex County,42.59,-70.98
01938,Ipswich,MA,Essex County,42.67,-70.83
01940,Lynnfield,MA,Essex County,42.53,-71.04
01944,Manchester,MA,Essex County,42.56,-70.76
01945,Marblehead,MA,Essex County,42.5,-70.85
01949,Middleton,MA,Essex County,42.6,-71.01
01950,Newburyport,MA,Essex County,42.81,-70.88
01951,Newbury,MA,Essex County,42.77,-70.85
01952,Salisbury,MA,Essex County,42.83,-70.84
01960,Peabody,MA,Essex County,42.53,-70.97
01961,Peabody,MA,Essex County,42.53,-70.97
01965,Prides Crossing,MA,Essex County,42.56,-70.86
01966,Rockport,MA,Essex County,42.64,-70.61
01969,Rowley,MA,Essex County,42.72,-70.89
01970,Salem,MA,Essex County,42.51,-70.9
01971,Salem,MA,Essex County,42.51,-70.89
01982,South Hamilton,MA,Essex County,42.62,-70.86
01983,Topsfield,MA,Essex County,42.63,-70.95
01984,Wenham,MA,Essex County,42.6,-70.88
01985,West Newbury,MA,Essex County,42.8,-71
02018,Accord,MA,Plymouth County,42.17,-70.88
02019,Bellingham,MA,Norfolk County,42.09,-71.47
02020,Brant Rock,MA,Plymouth County,42.08,-70.64
02021,Canton,MA,Norfolk County,42.15,-71.13
02025,Cohasset,MA,Norfolk County,42.23,-70.8
02026,Dedham,MA,Norfolk County,42.24,-71.17
02027,Dedham,MA,Norfolk County,42.24,-71.17
02030,Dover,MA,Norfolk County,42.24,-71.27
02031,East Mansfield,MA,Bristol County,42.02,-71.17
02032,East Walpole,MA,Norfolk County,42.15,-71.21
02035,Foxboro,MA,Norfolk County,42.06,-71.24
02038,Franklin,MA,Norfolk County,42.08,-71.38
02040,Greenbush,MA,Plymouth County,42.19,-70.76
02041,Green Harbor,MA,Plymouth County,42.1,-70.71
02043,Hingham,MA,Plymouth County,42.23,-70.88
02044,Hingham,MA,Plymouth County,42.23,-70.88
02045,Hull,MA,Plymouth County,42.3,-70.9
02047,Humarock,MA,Plymouth County,42.13,-70.69
02048,Mansfield,MA,Bristol County,42.02,-71.21
02050,Marshfield,MA,Plymouth County,42.09,-70.7
02051,Marshfield Hills,MA,Plymouth County,42.15,-70.73
02052,Medfield,MA,Norfolk County,42.18,-71.3
02053,Medway,MA,Norfolk County,42.16,-71.43
02054,Millis,MA,Norfolk County,42.16,-71.35
02055,Minot,MA,Plymouth County,42.19,-70.76
02056,Norfolk,MA,Norfolk County,42.11,-71.31
02059,North Marshfield,MA,Plymouth County,42.1,-70.71
02060,North Scituate,MA,Plymouth County,42.21,-70.76
02061,Norwell,MA,Plymouth County,42.16,-70.78
02062,Norwood,MA,Norfolk County,42.18,-71.19
02065,Ocean Bluff,MA,Plymouth County,42.1,-70.71
02066,Scituate,MA,Plymouth County,42.18,-70.73
02067,Sharon,MA,Norfolk County,42.11,-71.18
02070,Sheldonville,MA,Norfolk County,42.05,-71.35
02071,South Walpole,MA,Norfolk County,42.1,-71.27
02072,Stoughton,MA,Norfolk County,42.11,-71.1
02081,Walpole,MA,Norfolk County,42.13,-71.24
02090,Westwood,MA,Norfolk County,42.21,-71.21
02093,Wrentham,MA,Norfolk County,42.06,-71.33
02108,Boston,MA,Suffolk County,42.36,-71.06
02109,Boston,MA,Suffolk County,42.37,-71.05
02110,Boston,MA,Suffolk County,42.36,-71.05
02111,Boston,MA,Suffolk County,42.35,-71.06
02112,Boston,MA,Suffolk County,42.35,-71.06
02113,Boston,MA,Suffolk County,42.37,-71.06
02114,Boston,MA,Suffolk County,42.36,-71.07
02115,Boston,MA,Suffolk County,42.34,-71.1
02116,Boston,MA,Suffolk County,42.35,-71.08
02117,Boston,MA,Suffolk County,42.35,-71.06
02118,Boston,MA,Suffolk County,42.34,-71.07
02119,Roxbury,MA,Suffolk County,42.32,-71.09
02120,Roxbury Crossing,MA,Suffolk County,42.33,-71.1
02121,Dorchester,MA,Suffolk County,42.31,-71.09
02122,Dorchester,MA,Suffolk County,42.29,-71.04
02123,Boston,MA,Suffolk County,42.35,-71.06
02124,Dorchester Center,MA,Suffolk County,42.29,-71.07
02125,Dorchester,MA,Suffolk County,42.32,-71.06
02126,Mattapan,MA,Suffolk County,42.27,-71.1
02127,Boston,MA,Suffolk County,42.33,-71.04
02128,Boston,MA,Suffolk County,42.36,-71.01
02129,Charlestown,MA,Suffolk County,42.38,-71.06
02130,Jamaica Plain,MA,Suffolk County,42.3,-71.11
02131,Roslindale,MA,Suffolk County,42.28,-71.13
02132,West Roxbury,MA,Suffolk County,42.28,-71.16
02133,Boston,MA,Suffolk County,42.35,-71.06
02134,Allston,MA,Suffolk County,42.35,-71.13
02135,Brighton,MA,Suffolk County,42.35,-71.15
02136,Hyde Park,MA,Suffolk County,42.26,-71.13
02137,Readville,MA,Suffolk County,42.25,-71.12
02138,Cambridge,MA,Middlesex County,42.38,-71.14
02139,Cambridge,MA,Middlesex County,42.37,-71.11
02140,Cambridge,MA,Middlesex County,42.39,-71.13
02141,Cambridge,MA,Middlesex County,42.37,-71.08
02142,Cambridge,MA,Middlesex County,42.36,-71.08
02143,Somerville,MA,Middlesex County,42.38,-71.1
02144,Somerville,MA,Middlesex County,42.4,-71.12
02145,Somerville,MA,Middlesex County,42.39,-71.1
02148,Malden,MA,Middlesex County,42.43,-71.05
02149,Everett,MA,Middlesex County,42.4,-71.05
02150,Chelsea,MA,Suffolk County,42.39,-71.03
02151,Revere,MA,Suffolk County,42.41,-70.99
02152,Winthrop,MA,Suffolk County,42.37,-70.98
02153,Medford,MA,Middlesex County,42.42,-71.1
02155,Medford,MA,Middlesex County,42.42,-71.1
02156,West Medford,MA,Middlesex County,42.42,-71.13
02163,Boston,MA,Suffolk County,42.37,-71.12
02169,Quincy,MA,Norfolk County,42.26,-71
02170,Quincy,MA,Norfolk County,42.27,-71.02
02171,Quincy,MA,Norfolk County,42.29,-71.02
02176,Melrose,MA,Middlesex County,42.45,-71.05
02180,Stoneham,MA,Middlesex County,42.47,-71.09
02184,Braintree,MA,Norfolk County,42.2,-71
02185,Braintree,MA,Norfolk County,42.2,-71
02186,Milton,MA,Norfolk County,42.24,-71.08
02187,Milton Village,MA,Norfolk County,42.26,-71.08
02188,Weymouth,MA,Norfolk County,42.2,-70.96
02189,East Weymouth,MA,Norfolk County,42.2,-70.94
02190,South Weymouth,MA,Norfolk County,42.17,-70.95
02191,North Weymouth,MA,Norfolk County,42.24,-70.94
02196,Boston,MA,Suffolk County,42.35,-71.06
02199,Boston,MA,Suffolk County,42.35,-71.08
02201,Boston,MA,Suffolk County,42.35,-71.06
02203,Boston,MA,Suffolk County,42.36,-71.06
02204,Boston,MA,Suffolk County,42.35,-71.06
02205,Boston,MA,Suffolk County,42.35,-71.06
02206,Boston,MA,Suffolk County,42.35,-71.06
02207,Boston,MA,Suffolk County,42.35,-71.05
02210,Boston,MA,Suffolk County,42.35,-71.04
02211,Boston,MA,Suffolk County,42.35,-71.06
02212,Boston,MA,Suffolk County,42.35,-71.06
02215,Boston,MA,Suffolk County,42.35,-71.1
02216,Boston,MA,Suffolk County,42.34,-71.07
02217,Boston,MA,Suffolk County,42.35,-71.06
02222,Boston,MA,Suffolk County,42.35,-71.06
02228,East Boston,MA,Suffolk County,42.35,-71.06
02238,Cambridge,MA,Middlesex County,42.37,-71.11
02239,Cambridge,MA,Middlesex County,42.36,-71.1
02241,Boston,MA,Suffolk County,42.35,-71.06
02266,Boston,MA,Suffolk County,42.35,-71.06
02269,Quincy,MA,Norfolk County,42.26,-71
02283,Boston,MA,Suffolk County,42.35,-71.06
02284,Boston,MA,Suffolk County,42.35,-71.06
02293,Boston,MA,Suffolk County,42.35,-71.06
02295,Boston,MA,Suffolk County,42.35,-71.06
02297,Boston,MA,Suffolk County,42.35,-71.06
02298,Boston,MA,Suffolk County,42.34,-71.05
02301,Brockton,MA,Plymouth County,42.08,-71.02
02302,Brockton,MA,Plymouth County,42.09,-71
02303,Brockton,MA,Plymouth County,42.08,-71.02
02304,Brockton,MA,Plymouth County,42.08,-71.02
02305,Brockton,MA,Plymouth County,42.08,-71.02
02322,Avon,MA,Norfolk County,42.13,-71.05
02324,Bridgewater,MA,Plymouth County,41.98,-70.97
02325,Bridgewater,MA,Plymouth County,41.98,-70.97
02327,Bryantville,MA,Plymouth County,42.06,-70.8
02330,Carver,MA,Plymouth County,41.88,-70.76
02331,Duxbury,MA,Plymouth County,42.04,-70.67
02332,Duxbury,MA,Plymouth County,42.04,-70.67
02333,East Bridgewater,MA,Plymouth County,42.03,-70.95
02334,Easton,MA,Bristol County,42.03,-71.1
02337,Elmwood,MA,Plymouth County,42.01,-70.96
02338,Halifax,MA,Plymouth County,41.98,-70.86
02339,Hanover,MA,Plymouth County,42.11,-70.81
02340,Hanover,MA,Plymouth County,42.11,-70.81
02341,Hanson,MA,Plymouth County,42.06,-70.85
02343,Holbrook,MA,Norfolk County,42.14,-71
02344,Middleboro,MA,Plymouth County,41.86,-70.9
02345,Manomet,MA,Plymouth County,41.92,-70.56
02346,Middleboro,MA,Plymouth County,41.86,-70.9
02347,Lakeville,MA,Plymouth County,41.85,-70.95
02348,Lakeville,MA,Plymouth County,41.86,-70.9
02349,Middleboro,MA,Plymouth County,41.86,-70.9
02350,Monponsett,MA,Plymouth County,42.02,-70.84
02351,Abington,MA,Plymouth County,42.11,-70.95
02355,North Carver,MA,Plymouth County,41.91,-70.79
02356,North Easton,MA,Bristol County,42.05,-71.1
02357,North Easton,MA,Bristol County,42.06,-71.08
02358,North Pembroke,MA,Plymouth County,42.09,-70.78
02359,Pembroke,MA,Plymouth County,42.06,-70.8
02360,Plymouth,MA,Plymouth County,41.95,-70.66
02361,Plymouth,MA,Plymouth County,41.95,-70.66
02362,Plymouth,MA,Plymouth County,41.95,-70.66
02364,Kingston,MA,Plymouth County,41.99,-70.71
02366,South Carver,MA,Plymouth County,41.85,-70.66
02367,Plympton,MA,Plymouth County,41.95,-70.81
02368,Randolph,MA,Norfolk County,42.17,-71.05
02370,Rockland,MA,Plymouth County,42.13,-70.91
02375,South Easton,MA,Bristol County,42.03,-71.1
02379,West Bridgewater,MA,Plymouth County,42.01,-71
02381,White Horse Beach,MA,Plymouth County,41.93,-70.59
02382,Whitman,MA,Plymouth County,42.08,-70.93
02420,Lexington,MA,Middlesex County,42.46,-71.22
02421,Lexington,MA,Middlesex County,42.44,-71.23
02445,Brookline,MA,Norfolk County,42.32,-71.14
02446,Brookline,MA,Norfolk County,42.34,-71.12
02447,Brookline Village,MA,Norfolk County,42.33,-71.13
02451,Waltham,MA,Middlesex County,42.38,-71.24
02452,Waltham,MA,Middlesex County,42.39,-71.22
02453,Waltham,MA,Middlesex County,42.37,-71.24
02454,Waltham,MA,Middlesex County,42.38,-71.24
02455,North Waltham,MA,Middlesex County,42.39,-71.22
02456,New Town,MA,Middlesex County,42.33,-71.2
02457,Babson Park,MA,Norfolk County,42.3,-71.27
02458,Newton,MA,Middlesex County,42.35,-71.19
02459,Newton Center,MA,Middlesex County,42.31,-71.19
02460,Newtonville,MA,Middlesex County,42.35,-71.2
02461,Newton Highlands,MA,Middlesex County,42.32,-71.21
02462,Newton Lower Falls,MA,Middlesex County,42.33,-71.26
02464,Newton Upper Falls,MA,Middlesex County,42.31,-71.22
02465,West Newton,MA,Middlesex County,42.35,-71.22
02466,Auburndale,MA,Middlesex County,42.34,-71.24
02467,Chestnut Hill,MA,Norfolk County,42.31,-71.16
02468,Waban,MA,Middlesex County,42.32,-71.23
02471,Watertown,MA,Middlesex County,42.36,-71.17
02472,Watertown,MA,Middlesex County,42.37,-71.18
02474,Arlington,MA,Middlesex County,42.42,-71.16
02475,Arlington Heights,MA,Middlesex County,42.41,-71.18
02476,Arlington,MA,Middlesex County,42.41,-71.16
02477,Watertown,MA,Middlesex County,42.36,-71.17
02478,Belmont,MA,Middlesex County,42.39,-71.18
02479,Waverley,MA,Middlesex County,42.39,-71.17
02481,Wellesley Hills,MA,Norfolk County,42.31,-71.27
02482,Wellesley,MA,Norfolk County,42.29,-71.3
02492,Needham,MA,Norfolk County,42.28,-71.24
02493,Weston,MA,Middlesex County,42.36,-71.3
02494,Needham Heights,MA,Norfolk County,42.3,-71.23
02495,Nonantum,MA,Middlesex County,42.33,-71.2
02532,Buzzards Bay,MA,Barnstable County,41.75,-70.61
02534,Cataumet,MA,Barnstable County,41.66,-70.61
02535,Chilmark,MA,Dukes County,41.34,-70.74
02536,East Falmouth,MA,Barnstable County,41.56,-70.55
02537,East Sandwich,MA,Barnstable County,41.73,-70.43
02538,East Wareham,MA,Plymouth County,41.78,-70.65
02539,Edgartown,MA,Dukes County,41.38,-70.53
02540,Falmouth,MA,Barnstable County,41.56,-70.62
02541,Falmouth,MA,Barnstable County,41.54,-70.6
02542,Buzzards Bay,MA,Barnstable County,41.71,-70.55
02543,Woods Hole,MA,Barnstable County,41.52,-70.66
02552,Menemsha,MA,Dukes County,41.34,-70.73
02553,Monument Beach,MA,Barnstable County,41.71,-70.62
02554,Nantucket,MA,Nantucket County,41.27,-70.1
02556,North Falmouth,MA,Barnstable County,41.64,-70.63
02557,Oak Bluffs,MA,Dukes County,41.45,-70.56
02558,Onset,MA,Plymouth County,41.74,-70.66
02559,Pocasset,MA,Barnstable County,41.69,-70.63
02561,Sagamore,MA,Barnstable County,41.77,-70.53
02562,Sagamore Beach,MA,Barnstable County,41.79,-70.53
02563,Sandwich,MA,Barnstable County,41.75,-70.49
02564,Siasconset,MA,Nantucket County,41.27,-70
02565,Silver Beach,MA,Barnstable County,41.63,-70.64
02568,Vineyard Haven,MA,Dukes County,41.45,-70.6
02571,Wareham,MA,Plymouth County,41.76,-70.71
02573,West Chop,MA,Dukes County,41.45,-70.6
02574,West Falmouth,MA,Barnstable County,41.6,-70.64
02575,West Tisbury,MA,Dukes County,41.38,-70.67
02576,West Wareham,MA,Plymouth County,41.78,-70.75
02584,Nantucket,MA,Nantucket County,41.26,-70.01
02601,Hyannis,MA,Barnstable County,41.65,-70.29
02630,Barnstable,MA,Barnstable County,41.7,-70.3
02631,Brewster,MA,Barnstable County,41.76,-70.08
02632,Centerville,MA,Barnstable County,41.66,-70.34
02633,Chatham,MA,Barnstable County,41.67,-69.96
02634,Centerville,MA,Barnstable County,41.66,-70.34
02635,Cotuit,MA,Barnstable County,41.62,-70.44
02636,Centerville,MA,Barnstable County,41.64,-70.34
02637,Cummaquid,MA,Barnstable County,41.71,-70.27
02638,Dennis,MA,Barnstable County,41.73,-70.2
02639,Dennis Port,MA,Barnstable County,41.66,-70.13
02641,East Dennis,MA,Barnstable County,41.75,-70.15
02642,Eastham,MA,Barnstable County,41.83,-69.96
02643,East Orleans,MA,Barnstable County,41.8,-69.94
02644,Forestdale,MA,Barnstable County,41.68,-70.5
02645,Harwich,MA,Barnstable County,41.69,-70.07
02646,Harwich Port,MA,Barnstable County,41.67,-70.07
02647,Hyannis Port,MA,Barnstable County,41.63,-70.31
02648,Marstons Mills,MA,Barnstable County,41.67,-70.4
02649,Mashpee,MA,Barnstable County,41.65,-70.48
02650,North Chatham,MA,Barnstable County,41.7,-69.95
02651,North Eastham,MA,Barnstable County,41.87,-70
02652,North Truro,MA,Barnstable County,42.04,-70.09
02653,Orleans,MA,Barnstable County,41.79,-70
02655,Osterville,MA,Barnstable County,41.62,-70.38
02657,Provincetown,MA,Barnstable County,42.06,-70.2
02659,South Chatham,MA,Barnstable County,41.68,-70.02
02660,South Dennis,MA,Barnstable County,41.7,-70.15
02661,South Harwich,MA,Barnstable County,41.67,-70.04
02662,South Orleans,MA,Barnstable County,41.75,-69.99
02663,South Wellfleet,MA,Barnstable County,41.89,-70.01
02664,South Yarmouth,MA,Barnstable County,41.67,-70.2
02666,Truro,MA,Barnstable County,42,-70.06
02667,Wellfleet,MA,Barnstable County,41.93,-70.03
02668,West Barnstable,MA,Barnstable County,41.7,-70.37
02669,West Chatham,MA,Barnstable County,41.68,-69.99
02670,West Dennis,MA,Barnstable County,41.66,-70.16
02671,West Harwich,MA,Barnstable County,41.67,-70.11
02672,West Hyannisport,MA,Barnstable County,41.64,-70.31
02673,West Yarmouth,MA,Barnstable County,41.65,-70.24
02675,Yarmouth Port,MA,Barnstable County,41.7,-70.22
02702,Assonet,MA,Bristol County,41.78,-71.06
02703,Attleboro,MA,Bristol County,41.93,-71.29
02712,Chartley,MA,Bristol County,41.97,-71.18
02713,Cuttyhunk,MA,Dukes County,41.44,-70.9
02714,Dartmouth,MA,Bristol County,41.56,-71
02715,Dighton,MA,Bristol County,41.82,-71.16
02717,East Freetown,MA,Bristol County,41.75,-70.97
02718,East Taunton,MA,Bristol County,41.87,-71.01
02719,Fairhaven,MA,Bristol County,41.63,-70.9
02720,Fall River,MA,Bristol County,41.73,-71.12
02721,Fall River,MA,Bristol County,41.68,-71.15
02722,Fall River,MA,Bristol County,41.71,-71.1
02723,Fall River,MA,Bristol County,41.69,-71.13
02724,Fall River,MA,Bristol County,41.68,-71.18
02725,Somerset,MA,Bristol County,41.72,-71.19
02726,Somerset,MA,Bristol County,41.73,-71.15
02738,Marion,MA,Plymouth County,41.7,-70.76
02739,Mattapoisett,MA,Plymouth County,41.66,-70.8
02740,New Bedford,MA,Bristol County,41.64,-70.94
02741,New Bedford,MA,Bristol County,41.66,-70.93
02742,New Bedford,MA,Bristol County,41.66,-70.93
02743,Acushnet,MA,Bristol County,41.68,-70.9
02744,New Bedford,MA,Bristol County,41.61,-70.91
02745,New Bedford,MA,Bristol County,41.7,-70.95
02746,New Bedford,MA,Bristol County,41.66,-70.93
02747,North Dartmouth,MA,Bristol County,41.64,-71
02748,South Dartmouth,MA,Bristol County,41.55,-70.98
02760,North Attleboro,MA,Bristol County,41.97,-71.33
02761,North Attleboro,MA,Bristol County,41.97,-71.33
02762,Plainville,MA,Norfolk County,42,-71.33
02763,Attleboro Falls,MA,Bristol County,41.97,-71.31
02764,North Dighton,MA,Bristol County,41.85,-71.15
02766,Norton,MA,Bristol County,41.96,-71.18
02767,Raynham,MA,Bristol County,41.93,-71.04
02768,Raynham Center,MA,Bristol County,41.93,-71.04
02769,Rehoboth,MA,Bristol County,41.83,-71.26
02770,Rochester,MA,Plymouth County,41.73,-70.81
02771,Seekonk,MA,Bristol County,41.81,-71.33
02777,Swansea,MA,Bristol County,41.75,-71.18
02779,Berkley,MA,Bristol County,41.85,-71.08
02780,Taunton,MA,Bristol County,41.9,-71.09
02783,Taunton,MA,Bristol County,41.9,-71.09
02790,Westport,MA,Bristol County,41.66,-71.1
02791,Westport Point,MA,Bristol County,41.52,-71.07
02801,Adamsville,RI,Newport County,41.51,-71.16
02802,Albion,RI,Providence County,41.95,-71.46
02804,Ashaway,RI,Washington County,41.42,-71.78
02806,Barrington,RI,Bristol County,41.73,-71.31
02807,Block Island,RI,Washington County,41.16,-71.58
02808,Bradford,RI,Washington County,41.39,-71.75
02809,Bristol,RI,Bristol County,41.67,-71.27
02812,Carolina,RI,Washington County,41.47,-71.64
02813,Charlestown,RI,Washington County,41.38,-71.65
02814,Chepachet,RI,Providence County,41.91,-71.7
02815,Clayville,RI,Providence County,41.77,-71.66
02816,Coventry,RI,Kent County,41.68,-71.66
02817,West Greenwich,RI,Kent County,41.63,-71.65
02818,East Greenwich,RI,Kent County,41.63,-71.5
02822,Exeter,RI,Washington County,41.56,-71.68
02823,Fiskeville,RI,Providence County,41.73,-71.54
02824,Forestdale,RI,Providence County,41.97,-71.55
02825,Foster,RI,Providence County,41.85,-71.76
02826,Glendale,RI,Providence County,41.98,-71.65
02827,Greene,RI,Kent County,41.69,-71.74
02828,Greenville,RI,Providence County,41.87,-71.55
02829,Harmony,RI,Providence County,41.88,-71.61
02830,Harrisville,RI,Providence County,41.96,-71.67
02831,Hope,RI,Providence County,41.75,-71.56
02832,Hope Valley,RI,Washington County,41.51,-71.72
02833,Hopkinton,RI,Washington County,41.48,-71.77
02835,Jamestown,RI,Newport County,41.48,-71.36
02836,Kenyon,RI,Washington County,41.45,-71.62
02837,Little Compton,RI,Newport County,41.5,-71.16
02838,Manville,RI,Providence County,41.96,-71.47
02839,Mapleville,RI,Providence County,41.94,-71.64
02840,Newport,RI,Newport County,41.47,-71.3
02841,Newport,RI,Newport County,41.51,-71.33
02842,Middletown,RI,Newport County,41.51,-71.27
02852,North Kingstown,RI,Washington County,41.55,-71.46
02854,North Kingstown,RI,Washington County,41.59,-71.45
02857,North Scituate,RI,Providence County,41.83,-71.63
02858,Oakland,RI,Providence County,41.97,-71.65
02859,Pascoag,RI,Providence County,41.95,-71.7
02860,Pawtucket,RI,Providence County,41.87,-71.37
02861,Pawtucket,RI,Providence County,41.88,-71.35
02862,Pawtucket,RI,Providence County,41.87,-71.37
02863,Central Falls,RI,Providence County,41.89,-71.39
02864,Cumberland,RI,Providence County,41.94,-71.41
02865,Lincoln,RI,Providence County,41.91,-71.45
02871,Portsmouth,RI,Newport County,41.6,-71.25
02872,Prudence Island,RI,Newport County,41.6,-71.31
02873,Rockville,RI,Washington County,41.53,-71.78
02874,Saunderstown,RI,Washington County,41.51,-71.44
02875,Shannock,RI,Washington County,41.46,-71.64
02876,Slatersville,RI,Providence County,41.99,-71.59
02877,Slocum,RI,Washington County,41.52,-71.54
02878,Tiverton,RI,Newport County,41.65,-71.2
02879,Wakefield,RI,Washington County,41.45,-71.51
02880,Wakefield,RI,Washington County,41.45,-71.51
