zipcode,centile,superzip,rank,adultpop,households,college,income,primary_city,state,county,latitude,longitude
48440,0.5984700987411632,0,11309,130,70,17.3,67600,Hadley,MI,Lapeer County,42.95,-83.41
68422,0.5984633071168384,0,11310,343,192,16.1,72500,Pickrell,NE,Gage County,40.37,-96.72
32643,0.5984216344004618,0,11311,9084,4101,23.8,54968,High Springs,FL,Alachua County,29.82,-82.59
33827,0.5984019640815128,0,11312,2213,839,21.3,58438,Babson Park,FL,Polk County,27.83,-81.52
04757,0.5983981302034606,0,11313,2307,1224,24.8,53784,Mapleton,ME,Aroostook County,46.68,-68.16
18657,0.5983622477472652,0,11314,9632,4805,20.6,59684,Tunkhannock,PA,Wyoming County,41.53,-75.94
68319,0.5983601404948171,0,11315,436,226,19.3,61932,Bradshaw,NE,York County,40.94,-97.76
44044,0.5983573804575338,0,11316,13049,4252,16,72868,Grafton,OH,Lorain County,41.28,-82.03
15610,0.5983262139278485,0,11317,3115,1516,19.1,62436,Acme,PA,Westmoreland County,40.15,-79.42
60020,0.5982857210558554,0,11318,7974,4374,24.6,54026,Fox Lake,IL,Lake County,42.39,-88.17
96104,0.598278966409556,0,11319,395,228,29.5,50469,Cedarville,CA,Modoc County,41.48,-120.14
76116,0.5982699240582136,0,11320,38424,21331,31.7,49276,Fort Worth,TX,Tarrant County,32.72,-97.45
47971,0.5982596505862476,0,11321,1384,692,20.3,60208,Oxford,IN,Benton County,40.52,-87.24
83111,0.5982174675734107,0,11322,308,182,14.6,80714,Auburn,WY,Lincoln County,42.79,-111
97366,0.5981989909041708,0,11323,1257,696,31.1,49583,South Beach,OR,Lincoln County,44.58,-124.05
66502,0.5981611136086673,0,11324,38813,17683,46.8,43614,Manhattan,KS,Riley County,39.19,-96.59
82939,0.5980537872091596,0,11325,991,574,26.9,52028,Mountain View,WY,Uinta County,41.27,-110.33
53085,0.5980471336359969,0,11326,8919,5004,23.3,55579,Sheboygan Falls,WI,Sheboygan County,43.72,-87.82
55008,0.5980390522193414,0,11327,11406,5656,19.8,60958,Cambridge,MN,Isanti County,45.56,-93.22
37049,0.5980328803461364,0,11328,2546,1239,17.8,65924,Cross Plains,TN,Robertson County,36.54,-86.68
13802,0.5980255749743175,0,11329,534,235,20.7,59438,Maine,NY,Broome County,42.24,-76.04
27858,0.5979819010090301,0,11330,49791,22406,42.8,44806,Greenville,NC,Pitt County,35.59,-77.37
56111,0.5979697155284011,0,11331,333,178,18.3,64464,Alpha,MN,Jackson County,43.63,-94.87
39071,0.5979532124977001,0,11332,4496,2091,23.8,54909,Flora,MS,Madison County,32.54,-90.31
72802,0.5978942488727663,0,11333,16558,7963,31.2,49489,Russellville,AR,Pope County,35.32,-93.08
48327,0.5978819090707161,0,11334,17875,9347,24.6,53985,Waterford,MI,Oakland County,42.64,-83.41
44021,0.5978585138354902,0,11335,4659,2223,21.2,58504,Burton,OH,Geauga County,41.47,-81.14
58476,0.5978407224915323,0,11336,219,130,21.1,58750,Pingree,ND,Stutsman County,47.16,-98.9
14533,0.5978160823306635,0,11337,1345,733,22.9,56042,Piffard,NY,Livingston County,42.84,-77.88
64638,0.5978156242966441,0,11338,464,244,31.6,49286,Dawn,MO,Livingston County,39.66,-93.63
03307,0.5978124067183178,0,11339,4534,2071,17.4,67072,Loudon,NH,Merrimack County,43.28,-71.46
13618,0.5977888093368582,0,11340,1392,780,26,52700,Cape Vincent,NY,Jefferson County,44.12,-76.33
80644,0.5977401305236765,0,11341,2446,1178,19.2,62115,Kersey,CO,Weld County,40.38,-104.56
83328,0.5977230264773339,0,11342,4041,2070,21.5,57988,Filer,ID,Twin Falls County,42.56,-114.61
59762,0.5977222021146978,0,11343,237,125,32.9,48646,Wise River,MT,Beaverhead County,45.6,-113.03
64019,0.5977013046194465,0,11344,2323,980,18.6,63611,Centerview,MO,Johnson County,38.74,-93.84
79330,0.5976388275921746,0,11345,263,75,11.2,204250,Justiceburg,TX,Garza County,33.04,-101.2
45890,0.5976272702445677,0,11346,396,212,17.9,65556,Vanlue,OH,Hancock County,40.97,-83.48
24464,0.5975657437984148,0,11347,166,100,39.2,46000,Montebello,VA,Nelson County,37.86,-79.13
56601,0.5975309534255864,0,11348,26478,13328,32.2,48955,Bemidji,MN,Beltrami County,47.48,-94.87
57763,0.5975104020443878,0,11349,179,105,24.6,53958,Oelrichs,SD,Fall River County,43.18,-103.23
95376,0.5974769216784162,0,11350,37376,15735,16.5,70501,Tracy,CA,San Joaquin County,37.73,-121.42
55904,0.5974710426710133,0,11351,20406,10194,23.9,54717,Rochester,MN,Olmsted County,43.96,-92.4
13820,0.5974119276828338,0,11352,19127,7508,37.1,46659,Oneonta,NY,Otsego County,42.45,-75.06
29170,0.597411310889929,0,11353,15995,8165,23.5,55217,West Columbia,SC,Lexington County,33.94,-81.15
04476,0.597395577494438,0,11354,1066,567,35.8,47188,Penobscot,ME,Hancock County,44.46,-68.71
34286,0.5973908630470647,0,11355,14957,6388,18.5,63788,North Port,FL,Sarasota County,27.04,-82.19
17057,0.5973546339839026,0,11356,17894,9395,21,58796,Middletown,PA,Dauphin County,40.19,-76.7
04605,0.5972557775164742,0,11357,11253,5833,26,52645,Ellsworth,ME,Hancock County,44.58,-68.49
59226,0.5972199892309086,0,11358,341,148,22.7,56250,Froid,MT,Roosevelt County,48.3,-104.39
29365,0.5971104199929713,0,11359,7711,3776,20.2,60217,Lyman,SC,Spartanburg County,34.95,-82.12
56470,0.5970887163776457,0,11360,8271,4526,26.8,52025,Park Rapids,MN,Hubbard County,46.91,-95.06
51450,0.5970774607702556,0,11361,1237,709,21.3,58264,Lake View,IA,Sac County,42.3,-95.04
68366,0.597024033490118,0,11362,772,378,26.2,52500,Greenwood,NE,Cass County,40.96,-96.44
11356,0.5970128296519097,0,11363,18822,7541,20.5,59712,College Point,NY,Queens County,40.78,-73.84
39653,0.5969846410830371,0,11364,2029,1058,21.1,58611,Meadville,MS,Franklin County,31.47,-90.89
48879,0.5969637179497884,0,11365,13674,6777,21.6,57714,Saint Johns,MI,Clinton County,43,-84.55
78932,0.5969525934910602,0,11366,493,226,23.2,55625,Carmine,TX,Fayette County,30.14,-96.68
50566,0.596854169912573,0,11367,319,169,20,60515,Moorland,IA,Webster County,42.44,-94.29
68831,0.5968537493495295,0,11368,599,303,17.8,65750,Dannebrog,NE,Howard County,41.11,-98.54
03887,0.5968344877606266,0,11369,1598,731,15.9,73011,Union,NH,Strafford County,43.5,-71.07
64423,0.5968140394248616,0,11370,614,328,22.5,56429,Barnard,MO,Nodaway County,40.17,-94.82
12157,0.5967793047655185,0,11371,3200,1628,20.6,59500,Schoharie,NY,Schoharie County,42.66,-74.31
03240,0.5967129642779638,0,11372,979,492,24.5,54000,Grafton,NH,Grafton County,43.55,-71.94
52623,0.5967066237851462,0,11373,1474,761,24.3,54191,Danville,IA,Des Moines County,40.86,-91.31
13743,0.5967054202747826,0,11374,2628,1337,21.5,57866,Candor,NY,Tioga County,42.23,-76.34
80907,0.5967039589046239,0,11375,23473,12516,35.5,47249,Colorado Springs,CO,El Paso County,38.88,-104.83
27976,0.5966599767892415,0,11376,2811,1314,15.2,76250,South Mills,NC,Camden County,36.44,-76.32
83448,0.5966573340956298,0,11377,1492,597,34.4,47798,Sugar City,ID,Madison County,43.85,-111.69
68879,0.5966286150158142,0,11378,286,161,22.4,56563,Taylor,NE,Loup County,41.76,-99.38
49415,0.5966156672956063,0,11379,5535,2721,22.2,56851,Fruitport,MI,Muskegon County,43.12,-86.15
14477,0.5965332887138294,0,11380,1281,642,19.1,62188,Kent,NY,Orleans County,43.33,-78.13
92262,0.5965197261729602,0,11381,24046,13100,34.3,47840,Palm Springs,CA,Riverside County,33.85,-116.56
80750,0.5964691831759661,0,11382,190,92,16.8,69000,Snyder,CO,Morgan County,40.41,-103.6
30571,0.596441053771969,0,11383,3374,1852,39,45949,Sautee Nacoochee,GA,White County,34.74,-83.71
89503,0.5964285414059763,0,11384,24729,11430,31.7,49122,Reno,NV,Washoe County,39.54,-119.84
99832,0.5964143162193554,0,11385,88,36,17.1,67917,Pelican,AK,Hoonah-Angoon Census Area,57.95,-136.11
55744,0.5963953514405853,0,11386,15714,8535,26.3,52351,Grand Rapids,MN,Itasca County,47.22,-93.52
28618,0.5963651695114828,0,11387,1839,960,37.8,46324,Deep Gap,NC,Watauga County,36.23,-81.51
41527,0.5963646163207451,0,11388,723,373,27.3,51673,Forest Hills,KY,Pike County,37.63,-82.29
15043,0.5963615446822018,0,11389,1554,726,16.3,71042,Georgetown,PA,Beaver County,40.64,-80.49
82834,0.5963577768715735,0,11390,5981,3384,26.9,51923,Buffalo,WY,Johnson County,44.34,-106.71
21930,0.5963417723039279,0,11391,205,78,12.2,107784,Georgetown,MD,Cecil County,39.38,-75.89
04002,0.5963350718921216,0,11392,6023,2826,17.9,65347,Alfred,ME,York County,43.47,-70.71
79734,0.5963295138536691,0,11393,1731,953,35.8,47102,Fort Davis,TX,Jeff Davis County,30.59,-103.9
14741,0.5962738496515478,0,11394,1598,829,22.8,56012,Great Valley,NY,Cattaraugus County,42.21,-78.59
29687,0.5962423222166491,0,11395,32128,15779,26.6,52126,Taylors,SC,Greenville County,34.91,-82.31
60531,0.5962392929795529,0,11396,1435,687,17.2,67536,Leland,IL,LaSalle County,41.61,-88.79
13420,0.5961314750193629,0,11397,1025,528,24.5,53938,Old Forge,NY,Herkimer County,43.71,-74.97
21239,0.596104908058646,0,11398,25624,11814,25.7,52811,Baltimore,MD,Baltimore city,39.37,-76.59
31011,0.5961042404826582,0,11399,568,301,29.4,50375,Chauncey,GA,Dodge County,32.1,-83.06
32439,0.5960119212308941,0,11400,7261,3679,23.3,55360,Freeport,FL,Walton County,30.5,-86.13
04956,0.596006732479254,0,11401,697,304,27.1,51786,New Vineyard,ME,Franklin County,44.8,-70.12
53079,0.5959596728089749,0,11402,1146,597,16.1,71797,Saint Cloud,WI,Fond du Lac County,43.82,-88.16
84723,0.5958820377639986,0,11403,684,263,27.8,51319,Circleville,UT,Piute County,38.18,-112.22
84720,0.5958793477384269,0,11404,15664,7026,37.2,46494,Cedar City,UT,Iron County,37.59,-113.19
36111,0.5958612896598972,0,11405,9329,4963,37.1,46502,Montgomery,AL,Montgomery County,32.34,-86.27
58740,0.5958475649087281,0,11406,568,303,15.7,73618,Glenburn,ND,Renville County,48.51,-101.22
84123,0.5958052763855642,0,11407,28911,14360,25.5,52962,Salt Lake City,UT,Salt Lake County,40.65,-111.92
63143,0.5957174871842144,0,11408,8006,5046,39.4,45777,Saint Louis,MO,St. Louis County,38.61,-90.32
73726,0.5957116540293816,0,11409,408,224,20.1,60227,Carmen,OK,Alfalfa County,36.57,-98.45
47620,0.5957102340745484,0,11410,10051,5170,21.2,58238,Mount Vernon,IN,Posey County,37.93,-87.89
12943,0.5957014367640604,0,11411,271,166,54.6,41667,Keene Valley,NY,Essex County,44.2,-73.78
99122,0.5956967129489965,0,11412,2839,1564,24.9,53452,Davenport,WA,Lincoln County,47.67,-118.19
78884,0.5956360946822228,0,11413,767,382,25.8,52667,Utopia,TX,Uvalde County,29.61,-99.53
96091,0.595603901150429,0,11414,641,326,27.6,51429,Trinity Center,CA,Trinity County,41.05,-122.78
01379,0.5955563790088528,0,11415,713,384,46.3,43500,Wendell,MA,Franklin County,42.55,-72.4
49885,0.5955541460312267,0,11416,1844,852,22.5,56282,Skandia,MI,Marquette County,46.38,-87.23
34289,0.5955381247004561,0,11417,2220,1393,31.6,49097,North Port,FL,Sarasota County,27.08,-82.13
62063,0.5955155656608465,0,11418,933,472,20.8,58929,Medora,IL,Macoupin County,39.17,-90.14
13134,0.5954787464288467,0,11419,145,56,15.6,73929,Peterboro,NY,Madison County,42.97,-75.68
83114,0.595472262461477,0,11420,757,355,18.6,63250,Cokeville,WY,Lincoln County,42.08,-110.95
88002,0.5954572799657671,0,11421,898,296,35.8,47039,White Sands Missile Range,NM,Dona Ana County,32.46,-106.49
68313,0.5954364130389896,0,11422,509,270,18.5,63542,Beaver Crossing,NE,Seward County,40.77,-97.28
79053,0.5954364130389896,0,11423,141,55,18.5,63542,Lazbuddie,TX,Parmer County,34.39,-102.61
12787,0.595419489445248,0,11424,249,104,21.2,58214,White Sulphur Springs,NY,Sullivan County,41.79,-74.82
41007,0.5953784660622694,0,11425,3314,1538,19,62283,California,KY,Campbell County,38.91,-84.26
97125,0.5953613279959903,0,11426,154,41,11.2,157946,Manning,OR,Washington County,45.65,-123.23
44867,0.5953572298486707,0,11427,1797,926,17.4,66643,Republic,OH,Seneca County,41.12,-83.01
99031,0.5953367282645985,0,11428,954,506,32.8,48500,Spangle,WA,Spokane County,47.44,-117.35
75756,0.5953097052419201,0,11429,3590,1632,18.7,63007,Brownsboro,TX,Henderson County,32.29,-95.61
56115,0.5952796534753693,0,11430,1061,529,20.7,59125,Balaton,MN,Lyon County,44.23,-95.87
93313,0.5952722568910696,0,11431,35740,13267,16,72169,Bakersfield,CA,Kern County,35.15,-119.06
61523,0.595238659181772,0,11432,9035,4569,21,58546,Chillicothe,IL,Peoria County,40.91,-89.49
32176,0.5950661583340193,0,11433,13147,7005,31.3,49200,Ormond Beach,FL,Volusia County,29.33,-81.06
46614,0.595060648613397,0,11434,23516,12372,28.2,51012,South Bend,IN,St. Joseph County,41.6,-86.28
98941,0.5950428626928599,0,11435,511,288,23.6,54853,Roslyn,WA,Kittitas County,47.23,-121
35112,0.5950103087487439,0,11436,251,96,12.8,97966,Margaret,AL,St. Clair County,33.68,-86.47
58642,0.5949797713379125,0,11437,278,127,13.6,87411,Manning,ND,Dunn County,47.23,-102.76
04563,0.5949136985711269,0,11438,1119,585,24.3,54028,Cushing,ME,Knox County,44.01,-69.24
58845,0.5949058557858197,0,11439,226,138,28.3,50938,Grenora,ND,Williams County,48.61,-103.93
76133,0.5948769281501607,0,11440,37275,18281,25.8,52583,Fort Worth,TX,Tarrant County,32.65,-97.38
34997,0.5948607756707551,0,11441,35652,17163,25.8,52582,Stuart,FL,Martin County,27.06,-80.27
82729,0.5947904425461843,0,11442,1890,1008,19.3,61522,Sundance,WY,Crook County,44.4,-104.37
96704,0.5947614429267702,0,11443,5972,2578,27.4,51483,Captain Cook,HI,Hawaii County,19.5,-155.9
43767,0.5947517625817669,0,11444,844,430,19.4,61286,Norwich,OH,Muskingum County,39.98,-81.79
45385,0.5947392127447961,0,11445,30013,15784,25.5,52849,Xenia,OH,Greene County,39.68,-83.94
62280,0.5947230089890978,0,11446,330,163,14.2,82386,Rockwood,IL,Randolph County,37.85,-89.65
56207,0.5946893171091824,0,11447,215,97,17.8,65417,Alberta,MN,Stevens County,45.57,-96.05
52803,0.5946789805282446,0,11448,17258,8806,31.8,48909,Davenport,IA,Scott County,41.54,-90.56
18615,0.594677369766937,0,11449,1522,724,22.2,56667,Falls,PA,Wyoming County,41.46,-75.84
64430,0.5946449745818259,0,11450,648,344,21.9,57045,Clarksdale,MO,DeKalb County,39.81,-94.55
10040,0.594627679236017,0,11451,38048,16222,35.2,47189,New York,NY,New York County,40.86,-73.93
73121,0.5946258017401514,0,11452,2834,1321,23.8,54539,Oklahoma City,OK,Oklahoma County,35.52,-97.44
73730,0.5946228080020144,0,11453,494,265,23.3,55221,Covington,OK,Garfield County,36.3,-97.58
99664,0.5946199764739047,0,11454,3939,1540,15.7,73348,Seward,AK,Kenai Peninsula Borough,60.05,-149.33
61257,0.5945953944918079,0,11455,939,471,21.7,57321,Hillsdale,IL,Rock Island County,41.61,-90.17
54981,0.5945616868345567,0,11456,12518,6513,22.8,55821,Waupaca,WI,Waupaca County,44.35,-89.07
76537,0.5945538297510267,0,11457,3782,1652,18,64730,Jarrell,TX,Williamson County,30.81,-97.6
05051,0.5945518428004003,0,11458,1225,717,31,49375,Newbury,VT,Orange County,44.08,-72.06
79413,0.5945497606929999,0,11459,16630,8442,31.8,48898,Lubbock,TX,Lubbock County,33.55,-101.89
47995,0.5945470381267024,0,11460,1336,648,16.8,68654,Wolcott,IN,White County,40.75,-87.04
20664,0.5945185497895349,0,11461,2552,1292,14.6,79375,Newburg,MD,Charles County,38.34,-76.92
53576,0.5945148046587232,0,11462,1727,904,20.4,59565,Orfordville,WI,Rock County,42.62,-89.25
96063,0.5945026714404422,0,11463,179,114,30.2,49766,Mineral,CA,Tehama County,40.37,-121.61
69341,0.5945005350986385,0,11464,8224,4201,23.7,54659,Gering,NE,Scotts Bluff County,41.82,-103.66
58102,0.594499284749525,0,11465,24780,13479,40.1,45407,Fargo,ND,Cass County,46.93,-96.83
46526,0.5944880942234423,0,11466,23213,11637,26.2,52261,Goshen,IN,Elkhart County,41.57,-85.83
11237,0.59444765459970506,0,11467,41190,16789,27.7,51269,Brooklyn,NY,Kings County,40.7,-73.92
30802,0.5944117681991905,0,11468,4547,1875,21.5,57634,Appling,GA,Columbia County,33.6,-82.31
55065,0.5943372033133076,0,11469,893,433,14.5,80050,Randolph,MN,Dakota County,44.55,-93.02
92325,0.5942585969797711,0,11470,6994,3618,21.8,57118,Crestline,CA,San Bernardino County,34.25,-117.3
85375,0.594196117980529,0,11471,27782,16577,33.1,48216,Sun City West,AZ,Maricopa County,33.67,-112.36
49345,0.5941958196913674,0,11472,10768,5019,21.4,57732,Sparta,MI,Kent County,43.15,-85.7
67854,0.5941808150088135,0,11473,1062,569,23.5,54904,Jetmore,KS,Hodgeman County,38.08,-99.89
13775,0.5941501568032095,0,11474,1495,735,26.3,52176,Franklin,NY,Delaware County,42.34,-75.16
98953,0.5941482886750342,0,11475,5014,2171,17.7,65614,Zillah,WA,Yakima County,46.41,-120.23
67521,0.5941280114241014,0,11476,126,72,29.8,50000,Brownell,KS,Ness County,38.64,-99.74
32949,0.594069923930999,0,11477,2019,915,24.6,53650,Grant,FL,Brevard County,27.92,-80.52
18445,0.59400838861006,0,11478,2241,968,29,50446,Newfoundland,PA,Wayne County,41.3,-75.32
33066,0.5939114125966796,0,11479,14861,8578,34.4,47509,Pompano Beach,FL,Broward County,26.25,-80.17
54141,0.5938958404251486,0,11480,1736,853,19.2,61637,Little Suamico,WI,Oconto County,44.71,-88.01
07074,0.5938823286673363,0,11481,2157,936,20.3,59700,Moonachie,NJ,Bergen County,40.84,-74.05
76272,0.5938743759340975,0,11482,3114,1538,18.2,64074,Valley View,TX,Cooke County,33.48,-97.16
03102,0.5937489431382172,0,11483,25997,13248,25.6,52677,Manchester,NH,Hillsborough County,43.01,-71.49
70131,0.5936775268050981,0,11484,25551,12058,31.8,48833,New Orleans,LA,Orleans Parish,29.91,-89.96
86325,0.5936654921947422,0,11485,4719,2391,25.8,52489,Cornville,AZ,Yavapai County,34.73,-111.91
31793,0.593663935667835,0,11486,8714,3545,23.5,54844,Tifton,GA,Tift County,31.46,-83.59
13415,0.5936271465113615,0,11487,57,32,32.1,48750,New Lisbon,NY,Otsego County,42.6,-75.2
34210,0.593612279879954,0,11488,14616,7632,34.3,47566,Bradenton,FL,Manatee County,27.44,-82.62
33334,0.5935879424455551,0,11489,24655,12294,28.6,50658,Fort Lauderdale,FL,Broward County,26.18,-80.13
55973,0.5935852583363553,0,11490,239,111,16.1,71250,Sargeant,MN,Mower County,43.8,-92.8
58258,0.5935852583363553,0,11491,196,102,16.1,71250,Mekinock,ND,Grand Forks County,48.01,-97.36
80915,0.5935777882892566,0,11492,15956,7836,21.7,57193,Colorado Springs,CO,El Paso County,38.85,-104.72
95361,0.5935730270031498,0,11493,25248,11955,20.2,59827,Oakdale,CA,Stanislaus County,37.8,-120.74
65757,0.5935567443612463,0,11494,5322,2762,23.3,55122,Strafford,MO,Greene County,37.26,-93.11
58060,0.5935269741204136,0,11495,880,505,20.3,59653,Milnor,ND,Sargent County,46.26,-97.45
52310,0.5935241741469426,0,11496,4950,2671,19.4,61205,Monticello,IA,Jones County,42.23,-91.19
52654,0.593503370329374,0,11497,1251,628,22.9,55625,Wayland,IA,Henry County,41.14,-91.65
97426,0.5934149431344047,0,11498,7302,3864,21.1,58143,Creswell,OR,Lane County,43.9,-123.02
22542,0.5933985692800232,0,11499,1803,795,16,71658,Rhoadesville,VA,Orange County,38.28,-77.9
92027,0.5933426511624443,0,11500,43005,16194,19.6,60802,Escondido,CA,San Diego County,33.13,-116.98
95928,0.5933230188076417,0,11501,29972,14226,38.2,45967,Chico,CA,Butte County,39.71,-121.81
64001,0.5933193486187672,0,11502,493,271,21.7,57188,Alma,MO,Lafayette County,39.09,-93.54
15065,0.5933174509082998,0,11503,9288,4889,23.8,54387,Natrona Heights,PA,Allegheny County,40.64,-79.73
68979,0.5933065216933197,0,11504,1469,807,20.6,59076,Sutton,NE,Clay County,40.6,-97.85
31406,0.5932542116415503,0,11505,27492,13462,30.4,49559,Savannah,GA,Chatham County,31.98,-81.08
58704,0.5931636278901734,0,11506,3295,1662,35.8,46844,Minot Afb,ND,Ward County,48.42,-101.32
76020,0.5931488214095775,0,11507,21677,10027,19.6,60770,Azle,TX,Tarrant County,32.89,-97.53
33401,0.5931344759213746,0,11508,23370,11221,36.4,46571,West Palm Beach,FL,Palm Beach County,26.72,-80.07
90604,0.5931218644542771,0,11509,31712,12113,17.2,66974,Whittier,CA,Los Angeles County,33.93,-118
52349,0.5931163078949528,0,11510,5919,2986,25.8,52414,Vinton,IA,Benton County,42.16,-92.02
19979,0.5931053786799738,0,11511,519,246,22.1,56667,Viola,DE,Kent County,39.04,-75.57
95811,0.5930826278479224,0,11512,5059,3243,46.5,43175,Sacramento,CA,Sacramento County,38.59,-121.49
47923,0.5930442363117934,0,11513,2529,1418,20.8,58646,Brookston,IN,White County,40.6,-86.86
33584,0.5929340936685137,0,11514,19610,9076,21.8,56994,Seffner,FL,Hillsborough County,27.99,-82.27
16025,0.5929280347014103,0,11515,4276,2132,17.2,66934,Chicora,PA,Butler County,40.94,-79.74
23601,0.5928651814849434,0,11516,19995,10315,23.8,54375,Newport News,VA,Newport News city,37.04,-76.48
27541,0.5928535634932692,0,11517,3048,1562,22,56735,Hurdle Mills,NC,Person County,36.25,-79.08
76950,0.5927934668626549,0,11518,2925,1586,19.6,60742,Sonora,TX,Sutton County,30.57,-100.64
54977,0.5927899184546501,0,11519,1145,590,18.7,62647,Scandinavia,WI,Waupaca County,44.46,-89.14
12827,0.5927745144097788,0,11520,2971,1435,18.8,62404,Fort Ann,NY,Washington County,43.41,-73.49
63108,0.5926683708129898,0,11521,19137,10747,60.4,40621,Saint Louis,MO,St. Louis city,38.64,-90.25
50054,0.5926680927384471,0,11522,2380,1228,19.4,61083,Colfax,IA,Jasper County,41.67,-93.24
13782,0.5926305590918004,0,11523,568,294,26.2,52143,Hamden,NY,Delaware County,42.19,-74.99
